Ground-truth,frame,xnano,ynano,znano,intensity 
 6735,   386, 1653.667, 4616.699, 346.459, 9504.229 
 6736,   387, 1653.667, 4616.699, 346.459, 1775.509 
 6737,  7144, 1642.159, 4607.334, 346.306, 2700.262 
 6738,  7145, 1642.159, 4607.334, 346.306, 8134.616 
 6739,  7148, 1642.159, 4607.334, 346.306, 3469.972 
 6740,  7149, 1642.159, 4607.334, 346.306, 1599.526 
 6741, 15735, 1635.418, 4638.408, 348.425, 8602.097 
 6742, 15736, 1635.418, 4638.408, 348.425, 974.501 
 6743, 14542, 1644.281, 4604.168, 343.111, 5372.707 
 6744, 14543, 1644.281, 4604.168, 343.111, 5872.906 
 6745,  4850, 1650.034, 4626.775, 349.615, 6256.114 
 6746,  4851, 1650.034, 4626.775, 349.615, 4424.488 
 6747, 14282, 1645.422, 4641.955, 348.880, 2754.481 
 6748, 14283, 1645.422, 4641.955, 348.880, 9456.017 
 6749, 14284, 1645.422, 4641.955, 348.880, 7841.177 
 6750, 11464, 1651.160, 4605.983, 340.866, 1733.592 
 6751, 11465, 1651.160, 4605.983, 340.866, 9511.259 
 6752, 11466, 1651.160, 4605.983, 340.866, 8055.533 
 6753, 14419, 1625.808, 4674.738, 373.955, 5951.918 
 6754, 14420, 1625.808, 4674.738, 373.955, 5638.988 
 6755,  6325, 1655.259, 4612.485, 360.462, 1682.399 
 6756,  3048, 1629.774, 4645.762, 355.027, 5115.130 
 6757,  3049, 1629.774, 4645.762, 355.027, 9602.850 
 6758,  3050, 1629.774, 4645.762, 355.027, 1538.264 
 6759,  3051, 1629.774, 4645.762, 355.027, 4748.247 
 6760,  3052, 1629.774, 4645.762, 355.027, 9602.850 
 6761,  3053, 1629.774, 4645.762, 355.027, 9602.850 
 6762,  3054, 1629.774, 4645.762, 355.027, 1715.249 
 6763,  6964, 1634.156, 4628.978, 354.219, 2568.011 
 6764,  6965, 1634.156, 4628.978, 354.219, 1273.552 
 6765,  6968, 1634.156, 4628.978, 354.219, 2173.586 
 6766,  6969, 1634.156, 4628.978, 354.219, 9644.936 
 6767,  6970, 1634.156, 4628.978, 354.219, 4226.932 
 6768,  6971, 1634.156, 4628.978, 354.219, 1069.701 
 6769,  6972, 1634.156, 4628.978, 354.219, 9644.936 
 6770,  6973, 1634.156, 4628.978, 354.219, 3390.147 
 6771,  6974, 1634.156, 4628.978, 354.219, 1553.091 
 6772,  6976, 1634.156, 4628.978, 354.219, 6286.377 
 6773,  6977, 1634.156, 4628.978, 354.219, 2746.951 
 6774, 11024, 1627.320, 4652.178, 362.340, 2627.167 
 6775, 18759, 1629.669, 4679.202, 352.790, 7707.581 
 6776, 18760, 1629.669, 4679.202, 352.790, 3978.771 
 6777,  3150, 1657.117, 4608.543, 350.371, 9114.532 
 6778,  3151, 1657.117, 4608.543, 350.371, 343.346 
 6779,  3152, 1657.117, 4608.543, 350.371, 5788.171 
 6780,  3153, 1657.117, 4608.543, 350.371, 9687.791 
 6781,  3154, 1657.117, 4608.543, 350.371, 1663.667 
 6782,  5873, 1623.669, 4678.445, 358.885, 807.387 
 6783,  5874, 1623.669, 4678.445, 358.885, 9488.370 
 6784,  5875, 1623.669, 4678.445, 358.885, 5851.455 
 6785,  5876, 1623.669, 4678.445, 358.885, 385.192 
 6786,  5885, 1623.669, 4678.445, 358.885, 1198.435 
 6787,  3163, 1643.333, 4661.219, 361.670, 8301.266 
 6788,  3164, 1643.333, 4661.219, 361.670, 5574.206 
 6789,  3165, 1643.333, 4661.219, 361.670, 3005.755 
 6790,  3169, 1643.333, 4661.219, 361.670, 7345.300 
 6791,  3170, 1643.333, 4661.219, 361.670, 7530.534 
 6792, 14220, 1633.541, 4636.336, 354.346, 3312.853 
 6793, 14221, 1633.541, 4636.336, 354.346, 9447.651 
 6794, 14222, 1633.541, 4636.336, 354.346, 9447.651 
 6795, 14223, 1633.541, 4636.336, 354.346, 9447.651 
 6796, 14224, 1633.541, 4636.336, 354.346, 3162.355 
 6797, 14225, 1633.541, 4636.336, 354.346, 6703.041 
 6798,  9843, 1639.773, 4671.671, 371.527, 8467.149 
 6799,  9844, 1639.773, 4671.671, 371.527, 5229.999 
 6800,  9845, 1639.773, 4671.671, 371.527, 9562.967 
 6801,  9846, 1639.773, 4671.671, 371.527, 2342.960 
 6802,  2929, 1635.620, 4695.170, 367.647, 5750.802 
 6803,  2930, 1635.620, 4695.170, 367.647, 7983.305 
 6804,  2932, 1635.620, 4695.170, 367.647, 1001.631 
 6805,  2933, 1635.620, 4695.170, 367.647, 903.268 
 6806,   960, 1649.792, 4630.356, 355.712, 7040.861 
 6807,  5377, 1638.002, 4680.448, 367.420, 598.972 
 6808, 10242, 1635.416, 4640.211, 364.439, 5109.653 
 6809,  2509, 1636.954, 4623.463, 350.709, 1993.238 
 6810,  2510, 1636.954, 4623.463, 350.709, 9173.152 
 6811, 19544, 1630.664, 4650.446, 366.188, 2930.258 
 6812, 19545, 1630.664, 4650.446, 366.188, 8380.010 
 6813, 19546, 1630.664, 4650.446, 366.188, 6580.953 
 6814, 19550, 1630.664, 4650.446, 366.188, 8547.155 
 6815, 19551, 1630.664, 4650.446, 366.188, 263.684 
 6816, 19552, 1630.664, 4650.446, 366.188, 2433.242 
 6817, 19553, 1630.664, 4650.446, 366.188, 5181.812 
 6818, 19554, 1630.664, 4650.446, 366.188, 4627.186 
 6819, 19556, 1630.664, 4650.446, 366.188, 1405.096 
 6820,  4082, 1625.580, 4686.646, 375.550, 2833.305 
 6821,  4083, 1625.580, 4686.646, 375.550, 1360.599 
 6822, 10157, 1633.786, 4650.888, 366.712, 4283.672 
 6823, 10164, 1633.786, 4650.888, 366.712, 1202.884 
 6824, 10165, 1633.786, 4650.888, 366.712, 8458.708 
 6825,   647, 1629.123, 4649.739, 361.065, 4926.036 
 6826,   650, 1629.123, 4649.739, 361.065, 3436.521 
 6827,   651, 1629.123, 4649.739, 361.065, 887.501 
 6828,   655, 1629.123, 4649.739, 361.065, 4701.846 
 6829,   656, 1629.123, 4649.739, 361.065, 623.550 
 6830, 12559, 1622.081, 4689.650, 361.447, 630.102 
 6831,   620, 1628.193, 4670.243, 352.617, 2590.638 
 6832,   621, 1628.193, 4670.243, 352.617, 8168.733 
 6833, 17582, 1640.818, 4668.545, 364.840, 6870.634 
 6834, 17583, 1640.818, 4668.545, 364.840, 3807.295 
 6835,  8330, 1654.225, 4621.670, 356.568, 6964.315 
 6836, 16607, 1642.544, 4665.781, 369.052, 5598.227 
 6837, 16608, 1642.544, 4665.781, 369.052, 2293.981 
 6838, 10528, 1649.902, 4615.410, 360.687, 404.186 
 6839, 10529, 1649.902, 4615.410, 360.687, 2280.708 
 6840, 15906, 1635.697, 4614.150, 353.034, 7537.989 
 6841, 15907, 1635.697, 4614.150, 353.034, 9654.815 
 6842, 15908, 1635.697, 4614.150, 353.034, 9654.815 
 6843, 15909, 1635.697, 4614.150, 353.034, 2837.171 
 6844, 15910, 1635.697, 4614.150, 353.034, 4000.250 
 6845,  1361, 1625.234, 4670.237, 367.349, 9591.718 
 6846,  1362, 1625.234, 4670.237, 367.349, 6711.331 
 6847,  3298, 1641.243, 4643.449, 365.188, 2194.990 
 6848,  3299, 1641.243, 4643.449, 365.188, 672.797 
 6849,  2278, 1617.292, 4730.572, 362.444, 822.956 
 6850, 18113, 1617.657, 4768.231, 377.891, 2622.482 
 6851, 18114, 1617.657, 4768.231, 377.891, 9505.594 
 6852, 18115, 1617.657, 4768.231, 377.891, 3026.344 
 6853, 16889, 1615.460, 4731.801, 384.308, 3885.211 
 6854, 16890, 1615.460, 4731.801, 384.308, 7126.090 
 6855, 16484, 1612.350, 4720.574, 366.942, 8102.393 
 6856, 16486, 1612.350, 4720.574, 366.942, 7180.449 
 6857, 10598, 1611.897, 4737.360, 365.239, 1202.852 
 6858, 15219, 1631.598, 4712.043, 368.259, 649.032 
 6859,  8207, 1627.007, 4705.306, 361.136, 2593.430 
 6860,  8208, 1627.007, 4705.306, 361.136, 7628.113 
 6861,  8209, 1627.007, 4705.306, 361.136, 7278.858 
 6862,  8214, 1627.007, 4705.306, 361.136, 2125.119 
 6863,  8215, 1627.007, 4705.306, 361.136, 1533.904 
 6864, 14290, 1612.345, 4728.916, 369.509, 3591.375 
 6865, 14292, 1612.345, 4728.916, 369.509, 550.615 
 6866, 14293, 1612.345, 4728.916, 369.509, 875.149 
 6867, 16439, 1602.510, 4769.496, 379.368, 1331.681 
 6868, 16440, 1602.510, 4769.496, 379.368, 372.839 
 6869,  4602, 1614.580, 4770.671, 386.197, 9428.052 
 6870,  4603, 1614.580, 4770.671, 386.197, 9517.718 
 6871,  4604, 1614.580, 4770.671, 386.197, 4305.680 
 6872, 13708, 1609.692, 4743.170, 365.271, 1661.232 
 6873, 13709, 1609.692, 4743.170, 365.271, 9435.301 
 6874, 13710, 1609.692, 4743.170, 365.271, 6528.287 
 6875, 13713, 1609.692, 4743.170, 365.271, 2301.427 
 6876, 13714, 1609.692, 4743.170, 365.271, 6656.307 
 6877, 13715, 1609.692, 4743.170, 365.271, 2538.034 
 6878,  1439, 1603.414, 4792.179, 391.803, 4504.543 
 6879,  1440, 1603.414, 4792.179, 391.803, 1238.418 
 6880, 17205, 1624.222, 4748.056, 373.176, 2819.446 
 6881, 17206, 1624.222, 4748.056, 373.176, 4549.517 
 6882,  6146, 1609.818, 4739.185, 381.020, 1708.167 
 6883, 12963, 1601.373, 4761.736, 383.014, 4171.024 
 6884, 12964, 1601.373, 4761.736, 383.014, 5560.100 
 6885, 12965, 1601.373, 4761.736, 383.014, 4817.615 
 6886, 12966, 1601.373, 4761.736, 383.014, 9498.979 
 6887, 12967, 1601.373, 4761.736, 383.014, 4129.598 
 6888, 12970, 1601.373, 4761.736, 383.014, 887.995 
 6889,  2230, 1617.438, 4774.569, 371.827, 3750.348 
 6890,  2231, 1617.438, 4774.569, 371.827, 83.945 
 6891, 13584, 1604.193, 4757.907, 372.855, 4380.304 
 6892, 13585, 1604.193, 4757.907, 372.855, 9301.271 
 6893, 13586, 1604.193, 4757.907, 372.855, 2742.878 
 6894,  2497, 1610.411, 4769.893, 386.760, 2959.470 
 6895,  2498, 1610.411, 4769.893, 386.760, 6004.201 
 6896,  2499, 1610.411, 4769.893, 386.760, 322.685 
 6897,  2500, 1610.411, 4769.893, 386.760, 5397.478 
 6898,  2501, 1610.411, 4769.893, 386.760, 2210.919 
 6899,  2502, 1610.411, 4769.893, 386.760, 9456.512 
 6900,  2503, 1610.411, 4769.893, 386.760, 7906.278 
 6901,  2504, 1610.411, 4769.893, 386.760, 250.671 
 6902,  2509, 1610.411, 4769.893, 386.760, 990.752 
 6903,  2510, 1610.411, 4769.893, 386.760, 2567.301 
 6904, 16971, 1627.694, 4707.483, 361.797, 8794.727 
 6905, 16972, 1627.694, 4707.483, 361.797, 8029.140 
 6906, 16973, 1627.694, 4707.483, 361.797, 5096.710 
 6907,  2909, 1609.045, 4758.955, 387.916, 4055.908 
 6908,  2912, 1609.045, 4758.955, 387.916, 754.222 
 6909,  5697, 1612.041, 4725.734, 374.262, 6351.586 
 6910, 10063, 1623.018, 4762.785, 376.884, 2426.528 
 6911, 10064, 1623.018, 4762.785, 376.884, 9385.479 
 6912, 10065, 1623.018, 4762.785, 376.884, 9385.479 
 6913, 10066, 1623.018, 4762.785, 376.884, 7045.231 
 6914, 15700, 1618.009, 4755.509, 370.229, 7685.722 
 6915, 15701, 1618.009, 4755.509, 370.229, 2465.896 
 6916, 15707, 1618.009, 4755.509, 370.229, 8705.442 
 6917, 15708, 1618.009, 4755.509, 370.229, 5444.283 
 6918, 15713, 1618.009, 4755.509, 370.229, 3062.407 
 6919, 15714, 1618.009, 4755.509, 370.229, 9516.540 
 6920, 15715, 1618.009, 4755.509, 370.229, 4414.728 
 6921, 15719, 1618.009, 4755.509, 370.229, 7367.900 
 6922, 15720, 1618.009, 4755.509, 370.229, 7866.444 
 6923, 15032, 1615.382, 4728.139, 380.573, 5553.665 
 6924,  4184, 1611.052, 4726.206, 367.517, 1213.798 
 6925,  4189, 1611.052, 4726.206, 367.517, 3093.721 
 6926,  2812, 1613.828, 4788.087, 380.106, 4876.503 
 6927,  2813, 1613.828, 4788.087, 380.106, 5775.491 
 6928,  1511, 1626.960, 4733.024, 381.090, 606.752 
 6929,  2680, 1606.879, 4741.737, 381.092, 2053.756 
 6930,  2681, 1606.879, 4741.737, 381.092, 1140.382 
 6931, 10121, 1605.043, 4787.296, 391.561, 703.071 
 6932,  3641, 1630.546, 4702.536, 376.396, 169.951 
 6933,  3642, 1630.546, 4702.536, 376.396, 9513.047 
 6934,  3643, 1630.546, 4702.536, 376.396, 1484.872 
 6935, 15563, 1629.888, 4714.626, 367.529, 5297.622 
 6936, 15564, 1629.888, 4714.626, 367.529, 9389.865 
 6937, 15565, 1629.888, 4714.626, 367.529, 3800.713 
 6938, 17555, 1615.177, 4741.604, 383.012, 715.143 
 6939, 17557, 1615.177, 4741.604, 383.012, 5631.549 
 6940, 17558, 1615.177, 4741.604, 383.012, 9539.707 
 6941, 17559, 1615.177, 4741.604, 383.012, 9539.707 
 6942, 17560, 1615.177, 4741.604, 383.012, 2569.138 
 6943, 16006, 1622.407, 4751.949, 375.336, 1468.865 
 6944, 16007, 1622.407, 4751.949, 375.336, 5533.579 
 6945, 13786, 1604.982, 4782.182, 370.719, 1708.760 
 6946, 13787, 1604.982, 4782.182, 370.719, 452.279 
 6947, 12153, 1626.314, 4743.537, 375.139, 3945.797 
 6948, 12154, 1626.314, 4743.537, 375.139, 9383.054 
 6949, 12155, 1626.314, 4743.537, 375.139, 3037.084 
 6950,  3150, 1623.244, 4751.682, 378.809, 6121.107 
 6951,  3151, 1623.244, 4751.682, 378.809, 9421.375 
 6952,  3152, 1623.244, 4751.682, 378.809, 9421.375 
 6953,  3153, 1623.244, 4751.682, 378.809, 9421.375 
 6954,  3154, 1623.244, 4751.682, 378.809, 7600.773 
 6955,  8024, 1624.909, 4756.137, 374.557, 507.822 
 6956,  8025, 1624.909, 4756.137, 374.557, 5155.917 
 6957, 17240, 1604.320, 4798.116, 392.989, 3151.313 
 6958, 17241, 1604.320, 4798.116, 392.989, 5062.708 
 6959, 17242, 1604.320, 4798.116, 392.989, 3697.538 
 6960, 16639, 1610.350, 4728.529, 375.946, 3485.176 
 6961,  6540, 1621.102, 4749.023, 371.150, 3525.769 
 6962,  6541, 1621.102, 4749.023, 371.150, 9470.216 
 6963,  6542, 1621.102, 4749.023, 371.150, 2416.512 
 6964,  6550, 1621.102, 4749.023, 371.150, 5690.318 
 6965,  6551, 1621.102, 4749.023, 371.150, 1313.462 
 6966,  1748, 1617.705, 4711.552, 376.107, 2925.077 
 6967,  1749, 1617.705, 4711.552, 376.107, 5084.178 
 6968,  1753, 1617.705, 4711.552, 376.107, 5489.120 
 6969,  4520, 1616.769, 4741.687, 383.640, 4899.082 
 6970,  4521, 1616.769, 4741.687, 383.640, 7663.935 
 6971,  1412, 1600.005, 4811.607, 395.025, 4484.854 
 6972,  1413, 1600.005, 4811.607, 395.025, 9420.851 
 6973,  1414, 1600.005, 4811.607, 395.025, 6133.910 
 6974, 11863, 1608.104, 4800.754, 388.844, 7803.055 
 6975, 11864, 1608.104, 4800.754, 388.844, 2945.748 
 6976, 11865, 1608.104, 4800.754, 388.844, 407.257 
 6977,  3320, 1606.848, 4812.402, 378.075, 2011.473 
 6978,  3324, 1606.848, 4812.402, 378.075, 394.109 
 6979,  3325, 1606.848, 4812.402, 378.075, 9490.816 
 6980,  3326, 1606.848, 4812.402, 378.075, 9490.816 
 6981,  3327, 1606.848, 4812.402, 378.075, 9089.540 
 6982,  3333, 1606.848, 4812.402, 378.075, 1400.205 
 6983,  3334, 1606.848, 4812.402, 378.075, 9490.816 
 6984,  3335, 1606.848, 4812.402, 378.075, 9200.938 
 6985,  3336, 1606.848, 4812.402, 378.075, 2596.500 
 6986,  3337, 1606.848, 4812.402, 378.075, 9490.816 
 6987,  3338, 1606.848, 4812.402, 378.075, 880.868 
 6988,  8915, 1609.148, 4817.048, 388.421, 2194.919 
 6989,  8916, 1609.148, 4817.048, 388.421, 9448.461 
 6990,  8917, 1609.148, 4817.048, 388.421, 3385.537 
 6991,  7884, 1602.579, 4823.801, 379.858, 4001.286 
 6992,  7885, 1602.579, 4823.801, 379.858, 3070.050 
 6993, 11413, 1603.552, 6270.851, -110.746, 2096.864 
 6994, 11414, 1603.552, 6270.851, -110.746, 1535.767 
 6995, 11416, 1603.552, 6270.851, -110.746, 294.494 
 6996, 11418, 1603.552, 6270.851, -110.746, 3061.175 
 6997, 11419, 1603.552, 6270.851, -110.746, 6643.805 
 6998, 11420, 1603.552, 6270.851, -110.746, 4352.088 
 6999, 18012, 1608.386, 6296.469, -118.153, 2405.906 
 7000,  6061, 1604.817, 6279.411, -113.737, 887.505 
 7001,  6062, 1604.817, 6279.411, -113.737, 6304.588 
 7002,  6066, 1604.817, 6279.411, -113.737, 3031.673 
 7003,  6067, 1604.817, 6279.411, -113.737, 4088.686 
 7004,  2738, 1601.713, 6304.338, -125.438, 1818.350 
 7005,  8427, 1628.305, 6397.484, -136.681, 897.247 
 7006,  4193, 1616.109, 6335.973, -125.233, 5985.907 
 7007,  4194, 1616.109, 6335.973, -125.233, 151.351 
 7008,  4195, 1616.109, 6335.973, -125.233, 1448.023 
 7009,  3736, 1619.265, 6391.546, -119.950, 1962.984 
 7010,  5425, 1616.396, 6331.487, -125.306, 5503.291 
 7011, 14773, 1624.888, 6371.254, -114.879, 4137.489 
 7012, 14774, 1624.888, 6371.254, -114.879, 6519.735 
 7013, 14775, 1624.888, 6371.254, -114.879, 6519.735 
 7014, 14776, 1624.888, 6371.254, -114.879, 4929.892 
 7015,  6151, 1615.980, 6370.487, -126.810, 1603.030 
 7016,  4845, 1623.543, 6351.029, -115.238, 445.706 
 7017,  4846, 1623.543, 6351.029, -115.238, 2817.043 
 7018,  4847, 1623.543, 6351.029, -115.238, 6730.535 
 7019,  4848, 1623.543, 6351.029, -115.238, 3525.755 
 7020,   240, 1619.797, 6393.196, -122.721, 678.063 
 7021,   241, 1619.797, 6393.196, -122.721, 237.823 
 7022, 10006, 1621.205, 6391.190, -118.072, 633.171 
 7023,  4691, 1617.588, 6335.254, -112.250, 1727.421 
 7024,  4692, 1617.588, 6335.254, -112.250, 6636.588 
 7025,  4693, 1617.588, 6335.254, -112.250, 6361.497 
 7026,  4694, 1617.588, 6335.254, -112.250, 1448.599 
 7027,  3351, 1613.990, 6363.993, -114.520, 2351.890 
 7028,  3352, 1613.990, 6363.993, -114.520, 1901.477 
 7029, 13410, 1637.780, 6397.533, -123.968, 1686.768 
 7030, 16277, 1612.393, 6370.200, -126.451, 4061.581 
 7031, 16278, 1612.393, 6370.200, -126.451, 2648.265 
 7032,  8350, 1618.370, 6335.259, -117.629, 4670.948 
 7033,  8351, 1618.370, 6335.259, -117.629, 6555.579 
 7034,  8352, 1618.370, 6335.259, -117.629, 1819.587 
 7035,  8353, 1618.370, 6335.259, -117.629, 5975.356 
 7036, 17421, 1621.313, 6382.969, -129.757, 1574.461 
 7037, 17422, 1621.313, 6382.969, -129.757, 3554.725 
 7038, 17424, 1621.313, 6382.969, -129.757, 1642.058 
 7039, 12885, 1623.314, 6393.401, -130.708, 2848.607 
 7040,   491, 1623.455, 6348.880, -116.549, 924.399 
 7041, 14034, 1619.943, 6363.546, -129.856, 1251.926 
 7042, 14035, 1619.943, 6363.546, -129.856, 6611.146 
 7043, 14036, 1619.943, 6363.546, -129.856, 6209.112 
 7044, 14037, 1619.943, 6363.546, -129.856, 4342.857 
 7045, 14038, 1619.943, 6363.546, -129.856, 1664.208 
 7046, 14039, 1619.943, 6363.546, -129.856, 2270.258 
 7047, 14043, 1619.943, 6363.546, -129.856, 638.433 
 7048, 14044, 1619.943, 6363.546, -129.856, 4555.331 
 7049, 12655, 1622.385, 6398.547, -120.395, 1611.685 
 7050,  8071, 1603.107, 6327.006, -124.997, 2709.360 
 7051,  8072, 1603.107, 6327.006, -124.997, 4790.946 
 7052,  6475, 1604.186, 6339.927, -116.143, 4313.015 
 7053, 17329, 1600.180, 6322.805, -111.545, 6118.611 
 7054, 17330, 1600.180, 6322.805, -111.545, 1704.257 
 7055, 17341, 1600.180, 6322.805, -111.545, 575.358 
 7056, 17342, 1600.180, 6322.805, -111.545, 6423.677 
 7057, 17343, 1600.180, 6322.805, -111.545, 5014.308 
 7058, 17344, 1600.180, 6322.805, -111.545, 6423.677 
 7059, 17345, 1600.180, 6322.805, -111.545, 5664.374 
 7060, 13631, 1609.754, 6346.685, -112.145, 2480.070 
 7061, 17323, 1620.681, 6340.651, -125.044, 2568.852 
 7062, 17324, 1620.681, 6340.651, -125.044, 6569.330 
 7063, 17325, 1620.681, 6340.651, -125.044, 5019.065 
 7064, 17328, 1620.681, 6340.651, -125.044, 3673.444 
 7065, 17329, 1620.681, 6340.651, -125.044, 3743.802 
 7066, 14214, 1631.098, 6370.517, -121.653, 1639.257 
 7067, 14215, 1631.098, 6370.517, -121.653, 5395.970 
 7068, 14220, 1631.098, 6370.517, -121.653, 6165.223 
 7069, 14221, 1631.098, 6370.517, -121.653, 6340.235 
 7070, 14224, 1631.098, 6370.517, -121.653, 5164.335 
 7071,  9474, 1612.780, 6328.736, -124.136, 108.258 
 7072,  9475, 1612.780, 6328.736, -124.136, 4991.623 
 7073,  4839, 1606.934, 6315.455, -125.154, 5326.548 
 7074,  4850, 1606.934, 6315.455, -125.154, 3853.079 
 7075,  4851, 1606.934, 6315.455, -125.154, 1286.325 
 7076,  4852, 1606.934, 6315.455, -125.154, 154.921 
 7077, 10932, 1601.909, 6336.564, -119.365, 1002.807 
 7078, 10935, 1601.909, 6336.564, -119.365, 5651.719 
 7079, 10936, 1601.909, 6336.564, -119.365, 562.610 
 7080,  4666, 1601.034, 6316.401, -106.834, 1413.688 
 7081,  4667, 1601.034, 6316.401, -106.834, 2424.739 
 7082, 12439, 1610.384, 6306.274, -113.357, 2508.435 
 7083, 12440, 1610.384, 6306.274, -113.357, 1034.014 
 7084,  3466, 1608.832, 6348.172, -110.223, 6237.535 
 7085,  3467, 1608.832, 6348.172, -110.223, 6497.724 
 7086,  3468, 1608.832, 6348.172, -110.223, 3318.043 
 7087, 14012, 1617.820, 6350.831, -110.343, 3931.167 
 7088, 14013, 1617.820, 6350.831, -110.343, 2097.457 
 7089, 14016, 1617.820, 6350.831, -110.343, 6052.924 
 7090, 14017, 1617.820, 6350.831, -110.343, 4391.862 
 7091, 14018, 1617.820, 6350.831, -110.343, 6339.991 
 7092, 14019, 1617.820, 6350.831, -110.343, 1005.255 
 7093, 14020, 1617.820, 6350.831, -110.343, 4036.793 
 7094, 14021, 1617.820, 6350.831, -110.343, 6339.991 
 7095, 14022, 1617.820, 6350.831, -110.343, 1658.820 
 7096,  2726, 1618.099, 6371.311, -112.932, 670.191 
 7097, 15541, 1614.259, 6325.969, -112.255, 965.180 
 7098, 13317, 1603.934, 6337.963, -110.840, 2493.846 
 7099, 18934, 1620.225, 6361.691, -110.933, 3092.278 
 7100, 18935, 1620.225, 6361.691, -110.933, 2524.238 
 7101,  6778, 1718.529, 2096.401, 237.660, 4162.043 
 7102,  6779, 1718.529, 2096.401, 237.660, 9530.142 
 7103,  6780, 1718.529, 2096.401, 237.660, 9530.142 
 7104,  6781, 1718.529, 2096.401, 237.660, 9530.142 
 7105,  6782, 1718.529, 2096.401, 237.660, 1113.200 
 7106, 12923, 1722.058, 2087.118, 223.817, 2317.564 
 7107, 12924, 1722.058, 2087.118, 223.817, 1264.488 
 7108, 15460, 1734.490, 2095.572, 218.298, 8260.775 
 7109, 18151, 1712.049, 2093.195, 227.314, 2166.651 
 7110,  3467, 1700.301, 2071.982, 224.110, 2214.965 
 7111,  3468, 1700.301, 2071.982, 224.110, 8742.846 
 7112,  3469, 1700.301, 2071.982, 224.110, 2713.556 
 7113,  4214, 1744.008, 2092.847, 222.024, 353.043 
 7114,  5789, 1713.208, 2093.226, 229.202, 995.835 
 7115,  5790, 1713.208, 2093.226, 229.202, 431.765 
 7116,  4523, 1731.731, 2093.689, 218.901, 2174.653 
 7117,  4524, 1731.731, 2093.689, 218.901, 4821.544 
 7118,  4531, 1731.731, 2093.689, 218.901, 4235.188 
 7119,  4532, 1731.731, 2093.689, 218.901, 9454.151 
 7120,  4533, 1731.731, 2093.689, 218.901, 6141.891 
 7121,  3534, 1714.861, 2082.500, 224.446, 5570.531 
 7122,  3541, 1714.861, 2082.500, 224.446, 1783.796 
 7123,  3542, 1714.861, 2082.500, 224.446, 9444.594 
 7124,  3543, 1714.861, 2082.500, 224.446, 7102.721 
 7125, 11396, 1734.286, 2099.413, 238.079, 9226.921 
 7126, 11397, 1734.286, 2099.413, 238.079, 8736.545 
 7127, 15009, 1708.179, 2085.605, 242.566, 7475.625 
 7128, 15010, 1708.179, 2085.605, 242.566, 9365.527 
 7129, 15015, 1708.179, 2085.605, 242.566, 6640.560 
 7130, 15016, 1708.179, 2085.605, 242.566, 9368.867 
 7131, 15017, 1708.179, 2085.605, 242.566, 2121.687 
 7132,  4950, 1720.956, 2085.586, 221.176, 7629.322 
 7133,  4951, 1720.956, 2085.586, 221.176, 8950.698 
 7134, 13096, 1718.972, 2078.563, 227.146, 569.813 
 7135, 13097, 1718.972, 2078.563, 227.146, 2648.456 
 7136,  4994, 1703.093, 2070.126, 227.849, 374.021 
 7137,  4995, 1703.093, 2070.126, 227.849, 9304.952 
 7138,  4996, 1703.093, 2070.126, 227.849, 2241.076 
 7139,  5008, 1703.093, 2070.126, 227.849, 7464.239 
 7140,  5009, 1703.093, 2070.126, 227.849, 9304.952 
 7141,  5010, 1703.093, 2070.126, 227.849, 9304.952 
 7142,  5011, 1703.093, 2070.126, 227.849, 1901.917 
 7143,  8615, 1799.347, 2135.890, 229.792, 1019.620 
 7144,  8616, 1799.347, 2135.890, 229.792, 3993.026 
 7145,  8624, 1799.347, 2135.890, 229.792, 7772.498 
 7146, 19408, 1744.959, 2107.278, 218.633, 3291.859 
 7147, 19409, 1744.959, 2107.278, 218.633, 9467.218 
 7148, 19410, 1744.959, 2107.278, 218.633, 4223.053 
 7149, 19412, 1744.959, 2107.278, 218.633, 6579.226 
 7150, 19415, 1744.959, 2107.278, 218.633, 1327.115 
 7151, 19416, 1744.959, 2107.278, 218.633, 990.236 
 7152,  5536, 1775.696, 2108.062, 227.585, 3905.182 
 7153,  5537, 1775.696, 2108.062, 227.585, 9305.008 
 7154,   753, 1770.844, 2104.729, 232.382, 426.313 
 7155,   754, 1770.844, 2104.729, 232.382, 5542.691 
 7156,  1878, 1740.831, 2106.179, 224.267, 8994.194 
 7157,  1879, 1740.831, 2106.179, 224.267, 2807.812 
 7158, 19820, 1776.871, 2108.826, 218.176, 540.869 
 7159, 19821, 1776.871, 2108.826, 218.176, 2508.023 
 7160, 19822, 1776.871, 2108.826, 218.176, 9535.705 
 7161, 19823, 1776.871, 2108.826, 218.176, 3949.997 
 7162,  3743, 1774.283, 2123.947, 218.603, 650.613 
 7163,  5746, 1764.849, 2108.998, 218.198, 4489.204 
 7164,  5747, 1764.849, 2108.998, 218.198, 2976.728 
 7165,  5748, 1764.849, 2108.998, 218.198, 4337.433 
 7166,  8178, 1788.050, 2125.176, 214.455, 5722.746 
 7167,  8179, 1788.050, 2125.176, 214.455, 9434.065 
 7168,  8180, 1788.050, 2125.176, 214.455, 744.655 
 7169, 10464, 1744.269, 2108.743, 223.251, 1835.302 
 7170, 10465, 1744.269, 2108.743, 223.251, 9397.175 
 7171, 10466, 1744.269, 2108.743, 223.251, 1791.765 
 7172,  5651, 1746.559, 2100.665, 236.024, 419.211 
 7173,  5652, 1746.559, 2100.665, 236.024, 189.552 
